0.001,0,0
0.002,4.491717E-05,0.07779882
0.003,0.0001347515,0.1555976
0.004,0.000269503,0.2333965
0.005,0.0004491718,0.3111953
0.006000001,0.0006737576,0.3889941
0.007000001,0.0009432607,0.4667929
0.008,0.001257681,0.5445917
0.009000001,0.001617018,0.6223906
0.01,0.002021273,0.7001894
0.011,0.002470444,0.7779883
0.012,0.002964533,0.8557871
0.013,0.00350354,0.9335859
0.014,0.004087463,1.011385
0.015,0.004716303,1.089184
0.016,0.005390061,1.166982
0.017,0.006108735,1.244781
0.018,0.006872327,1.32258
0.019,0.007680836,1.400379
0.02,0.008534262,1.478178
0.021,0.009432605,1.555977
0.022,0.01037587,1.633775
0.023,0.01136404,1.711574
0.024,0.01239714,1.789373
0.025,0.01347515,1.867172
0.026,0.01459808,1.944971
0.027,0.01576593,2.02277
0.028,0.01697869,2.100569
0.029,0.01823637,2.178367
0.03,0.01953897,2.256166
0.031,0.02088648,2.333965
0.032,0.02227892,2.411764
0.033,0.02371627,2.489563
0.034,0.02519853,2.567362
0.035,0.02672572,2.64516
0.03599999,0.02829782,2.722959
0.03699999,0.02991484,2.800758
0.03799999,0.03157678,2.878557
0.03899999,0.03328363,2.956356
0.03999999,0.0350354,3.034155
0.04099999,0.03683209,3.111953
0.04199998,0.03867369,3.189752
0.04299998,0.04056021,3.267551
0.04399998,0.04249165,3.34535
0.04499998,0.04446801,3.423149
0.04599998,0.04648928,3.500948
0.04699998,0.04855547,3.578747
0.04799997,0.05066658,3.656545
0.04899997,0.05282261,3.734344
0.04999997,0.05502355,3.812143
0.05099997,0.05726941,3.889942
0.05199997,0.05956019,3.967741
0.05299997,0.06189588,4.045539
0.05399996,0.06427649,4.123338
0.05499996,0.06670202,4.201137
0.05599996,0.06917247,4.278936
0.05699996,0.07168783,4.356735
0.05799996,0.07424811,4.434534
0.05899996,0.07685331,4.512332
0.05999995,0.07950342,4.590131
0.06099995,0.08219846,4.66793
0.06199995,0.08493841,4.745729
0.06299995,0.08772327,4.823528
0.06399995,0.09055305,4.901327
0.06499995,0.09342775,4.979125
0.06599995,0.09634737,5.056924
0.06699996,0.0993119,5.134723
0.06799996,0.1023214,5.212522
0.06899996,0.1053757,5.290321
0.06999996,0.108475,5.36812
0.07099997,0.1116192,5.445919
0.07199997,0.1148083,5.523717
0.07299997,0.1180424,5.601516
0.07399997,0.1213213,5.679315
0.07499997,0.1246452,5.757114
0.07599998,0.128014,5.834913
0.07699998,0.1314277,5.912712
0.07799998,0.1348863,5.99051
0.07899998,0.1383898,6.068309
0.07999998,0.1419383,6.146108
0.08099999,0.1455317,6.223907
0.08199999,0.14917,6.301706
0.08299999,0.1528532,6.379505
0.08399999,0.1565813,6.457304
0.08499999,0.1603543,6.535102
0.086,0.1641723,6.612901
0.087,0.1680352,6.6907
0.088,0.171943,6.768499
0.089,0.1758957,6.846298
0.09,0.1798933,6.924097
0.09100001,0.1839359,7.001895
0.09200001,0.1880233,7.079694
0.09300001,0.1921557,7.157493
0.09400001,0.196333,7.235292
0.09500001,0.2005552,7.313091
0.09600002,0.2048223,7.39089
0.09700002,0.2091344,7.468688
0.09800002,0.2134914,7.546487
0.09900002,0.2178932,7.624286
0.1,0.22234,7.702085
0.101,0.2268317,7.779884
0.102,0.2313684,7.857683
0.103,0.2359499,7.935482
0.104,0.2405764,8.01328
0.105,0.2452478,8.091079
0.106,0.2499641,8.168878
0.107,0.2547253,8.246676
0.108,0.2595314,8.324475
0.109,0.2643825,8.402274
0.11,0.2692784,8.480073
0.111,0.2742193,8.557872
0.112,0.2792051,8.635671
0.1130001,0.2842359,8.71347
0.1140001,0.2893115,8.791268
0.1150001,0.294432,8.869067
0.1160001,0.2995975,8.946866
0.1170001,0.3048079,9.024665
0.1180001,0.3100632,9.102464
0.1190001,0.3153634,9.180263
0.1200001,0.3207086,9.258061
0.1210001,0.3260986,9.33586
0.1220001,0.3315336,9.413659
